ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,orderdetailid,dealsizeid,productid,SALES
10388,S700_1691,46,218.84,2,2433,2,97,10066.6
10398,S700_1691,47,87.69,6,2434,2,97,4121.43
10401,S700_1691,11,103.21,8,2435,2,97,1135.31
10416,S700_1691,23,91.34,9,2436,2,97,2100.82
10105,S700_1938,29,70.15,12,2437,3,98,2034.35
10117,S700_1938,38,79.68,6,2438,2,98,3027.84
10128,S700_1938,32,97.0,3,2439,2,98,3104.0
10142,S700_1938,43,84.01,9,2440,3,98,3612.43
10153,S700_1938,31,87.48,8,2441,2,98,2711.88
10166,S700_1938,29,103.93,3,2442,2,98,3013.97
10177,S700_1938,31,88.34,10,2443,2,98,2738.54
10185,S700_1938,30,94.4,10,2444,2,98,2832.0
10196,S700_1938,50,94.4,2,2445,3,98,4720.0
10208,S700_1938,40,80.55,10,2446,3,98,3222.0
10221,S700_1938,23,97.0,4,2447,2,98,2231.0
10232,S700_1938,26,88.34,7,2448,2,98,2296.84
10248,S700_1938,40,103.93,13,2449,1,98,4157.2
10273,S700_1938,21,102.2,14,2450,2,98,2146.2
10282,S700_1938,43,86.61,2,2451,3,98,3724.23
10293,S700_1938,29,71.89,5,2452,3,98,2084.81
10306,S700_1938,38,91.81,10,2453,2,98,3488.78
10314,S700_1938,23,76.22,2,2454,3,98,1753.06
10327,S700_1938,20,173.46,7,2455,1,98,3469.2
10337,S700_1938,36,70.3,9,2456,1,98,2530.8
10350,S700_1938,28,104.44,4,2457,1,98,2924.32
10372,S700_1938,44,102.2,2,2458,2,98,4496.8
10397,S700_1938,32,80.55,5,2459,1,98,2577.6
10414,S700_1938,34,103.93,13,2460,1,98,3533.62
10106,S700_2047,30,105.91,16,2461,2,99,3177.3
10119,S700_2047,29,94.14,7,2462,2,99,2730.06
10131,S700_2047,22,85.99,8,2463,1,99,1891.78
10143,S700_2047,26,100.48,11,2464,2,99,2612.48
10155,S700_2047,32,91.43,9,2465,2,99,2925.76
10167,S700_2047,29,101.38,5,2466,2,99,2940.02
10178,S700_2047,34,96.86,8,2467,2,99,3293.24
10186,S700_2047,24,99.57,5,2468,2,99,2389.68
10197,S700_2047,24,90.52,2,2469,2,99,2172.48
10222,S700_2047,26,102.29,8,2470,2,99,2659.54
10249,S700_2047,40,95.95,4,2471,2,99,3838.0
10262,S700_2047,44,94.14,13,2472,2,99,4142.16
10274,S700_2047,24,90.52,5,2473,2,99,2172.48
10283,S700_2047,20,94.14,2,2474,1,99,1882.8
10296,S700_2047,34,102.29,11,2475,2,99,3477.86
10307,S700_2047,34,97.76,5,2476,1,99,3323.84
10316,S700_2047,45,93.24,13,2477,2,99,4195.8
10328,S700_2047,41,101.38,9,2478,2,99,4156.58
10339,S700_2047,55,71.25,15,2479,1,99,3918.75
10352,S700_2047,23,102.29,3,2480,1,99,2352.67
10361,S700_2047,24,45.39,14,2481,1,99,1089.36
10373,S700_2047,32,84.41,15,2482,2,99,2701.12
10386,S700_2047,29,85.76,13,2483,1,99,2487.04
10398,S700_2047,36,108.62,7,2484,2,99,3910.32
10400,S700_2047,46,87.8,5,2485,3,99,4038.8
10415,S700_2047,32,95.95,4,2486,2,99,3070.4
10106,S700_2466,34,110.69,9,2487,2,100,3763.46
10120,S700_2466,24,107.7,15,2488,1,100,2584.8
10131,S700_2466,40,110.69,1,2489,1,100,4427.6
10143,S700_2466,26,82.77,4,2490,2,100,2152.02
10155,S700_2466,20,117.67,2,2491,2,100,2353.4
10168,S700_2466,31,110.69,16,2492,2,100,3431.39
10178,S700_2466,22,87.75,1,2493,2,100,1930.5
10198,S700_2466,42,113.68,1,2494,3,100,4774.56
10210,S700_2466,26,99.72,14,2495,2,100,2592.72
10222,S700_2466,37,87.75,1,2496,2,100,3246.75
10235,S700_2466,38,88.75,10,2497,1,100,3372.5
10250,S700_2466,35,111.69,11,2498,3,100,3909.15
10262,S700_2466,33,90.75,6,2499,2,100,2994.75
10275,S700_2466,39,114.68,16,2500,2,100,4472.52
10284,S700_2466,45,101.71,8,2501,2,100,4576.95
10296,S700_2466,24,101.71,4,2502,2,100,2441.04
10308,S700_2466,35,88.75,14,2503,2,100,3106.25
10316,S700_2466,23,117.67,6,2504,2,100,2706.41
10328,S700_2466,37,108.69,10,2505,2,100,4021.53
10340,S700_2466,55,87.75,7,2506,2,100,4826.25
10352,S700_2466,49,100.72,2,2507,1,100,4935.28
10361,S700_2466,26,105.95,9,2508,1,100,2754.7
10375,S700_2466,33,116.87,1,2509,1,100,3856.71
10386,S700_2466,37,83.84,14,2510,1,100,3102.08
10398,S700_2466,22,86.76,8,2511,2,100,1908.72
10401,S700_2466,85,88.75,10,2512,2,100,7543.75
10416,S700_2466,22,111.69,11,2513,2,100,2457.18
10105,S700_2610,31,65.77,3,2514,3,101,2038.87
10119,S700_2610,38,65.77,12,2515,2,101,2499.26
10129,S700_2610,45,85.29,3,2516,2,101,3838.05
10143,S700_2610,31,85.29,16,2517,2,101,2643.99
10154,S700_2610,36,64.33,1,2518,1,101,2315.88
10167,S700_2610,46,70.11,10,2519,2,101,3225.06
10177,S700_2610,32,76.62,1,2520,2,101,2451.84
10185,S700_2610,39,57.82,1,2521,2,101,2254.98
10197,S700_2610,50,78.79,7,2522,2,101,3939.5
10208,S700_2610,46,74.45,1,2523,3,101,3424.7
10222,S700_2610,36,80.95,13,2524,2,101,2914.2
10233,S700_2610,29,82.4,1,2525,2,101,2389.6
10248,S700_2610,32,75.89,4,2526,1,101,2428.48
10261,S700_2610,44,68.67,2,2527,2,101,3021.48
10273,S700_2610,42,62.16,5,2528,2,101,2610.72
10283,S700_2610,47,65.77,7,2529,1,101,3091.19
10295,S700_2610,44,58.55,2,2530,2,101,2576.2
10306,S700_2610,43,75.17,1,2531,2,101,3232.31
10316,S700_2610,48,74.45,18,2532,2,101,3573.6
10327,S700_2610,21,96.31,1,2533,1,101,2022.51
10339,S700_2610,50,74.35,9,2534,1,101,3717.5
10350,S700_2610,29,75.35,12,2535,1,101,2185.15
10373,S700_2610,41,70.33,16,2536,2,101,2883.53
10386,S700_2610,37,135.61,10,2537,1,101,5017.57
10397,S700_2610,22,66.5,4,2538,1,101,1463.0
10414,S700_2610,31,75.89,4,2539,1,101,2352.59
10103,S700_2824,42,106.21,6,2540,2,102,4460.82
10114,S700_2824,42,113.29,10,2541,2,102,4758.18
10126,S700_2824,45,102.16,6,2542,3,102,4597.2
10140,S700_2824,36,114.3,6,2543,3,102,4114.8
10150,S700_2824,20,105.2,3,2544,3,102,2104.0
10164,S700_2824,39,81.93,4,2545,2,102,3195.27
10175,S700_2824,42,85.98,11,2546,2,102,3611.16
10183,S700_2824,23,86.99,3,2547,2,102,2000.77
10194,S700_2824,26,89.01,6,2548,3,102,2314.26
10206,S700_2824,33,117.33,1,2549,3,102,3871.89
10217,S700_2824,31,88.0,6,2550,3,102,2728.0
10229,S700_2824,50,112.28,11,2551,2,102,5614.0
10245,S700_2824,44,105.2,4,2552,2,102,4628.8
10258,S700_2824,45,80.92,1,2553,3,102,3641.4
10270,S700_2824,46,88.0,4,2554,2,102,4048.0
10281,S700_2824,27,85.98,11,2555,3,102,2321.46
10291,S700_2824,28,116.32,6,2556,3,102,3256.96
10304,S700_2824,40,105.2,1,2557,3,102,4208.0
10313,S700_2824,30,99.13,9,2558,2,102,2973.9
10324,S700_2824,34,124.95,5,2559,1,102,4248.3
10336,S700_2824,46,207.8,2,2560,1,102,9558.8
10348,S700_2824,32,82.83,7,2561,1,102,2650.56
10358,S700_2824,27,139.31,3,2562,1,102,3761.37
10371,S700_2824,34,126.51,3,2563,2,102,4301.34
10382,S700_2824,34,54.84,9,2564,2,102,1864.56
10411,S700_2824,34,105.2,4,2565,2,102,3576.8
10424,S700_2824,46,80.92,1,2566,3,102,3722.32
10106,S700_2834,32,124.58,1,2567,2,103,3986.56
10120,S700_2834,24,142.38,7,2568,1,103,3417.12
10133,S700_2834,27,99.67,2,2569,2,103,2691.09
10145,S700_2834,20,137.63,13,2570,2,103,2752.6
10168,S700_2834,36,125.77,8,2571,2,103,4527.72
10188,S700_2834,29,136.45,8,2572,2,103,3957.05
10210,S700_2834,25,112.72,6,2573,2,103,2818.0
10223,S700_2834,29,110.34,8,2574,2,103,3199.86
10235,S700_2834,25,96.11,2,2575,1,103,2402.75
10250,S700_2834,44,137.63,3,2576,3,103,6055.72
10263,S700_2834,47,116.28,9,2577,2,103,5465.16
10275,S700_2834,48,132.89,8,2578,2,103,6378.72
10285,S700_2834,45,119.84,13,2579,2,103,5392.8
10297,S700_2834,35,113.9,3,2580,1,103,3986.5
10308,S700_2834,31,129.33,6,2581,2,103,4009.23
10318,S700_2834,50,142.38,8,2582,2,103,7119.0
10328,S700_2834,33,123.4,11,2583,2,103,4072.2
10340,S700_2834,29,141.19,6,2584,2,103,4094.51
10353,S700_2834,48,68.8,4,2585,2,103,3302.4
10361,S700_2834,44,72.42,5,2586,1,103,3186.48
10375,S700_2834,25,66.73,10,2587,1,103,1668.25
10388,S700_2834,50,143.09,3,2588,2,103,7154.5
10398,S700_2834,23,122.21,9,2589,2,103,2810.83
10401,S700_2834,21,96.11,2,2590,2,103,2018.31
10416,S700_2834,41,137.63,3,2591,2,103,5642.83
10106,S700_3167,44,74.4,8,2592,2,104,3273.6
10120,S700_3167,43,76.0,14,2593,1,104,3268.0
10143,S700_3167,28,96.0,3,2594,2,104,2688.0
10155,S700_3167,43,86.4,1,2595,2,104,3715.2
10168,S700_3167,48,96.0,15,2596,2,104,4608.0
10199,S700_3167,38,82.4,3,2597,1,104,3131.2
10210,S700_3167,31,86.4,13,2598,2,104,2678.4
10223,S700_3167,26,67.2,15,2599,2,104,1747.2
10235,S700_3167,32,92.0,9,2600,1,104,2944.0
10250,S700_3167,44,67.2,10,2601,3,104,2956.8
10262,S700_3167,27,76.0,5,2602,2,104,2052.0
10275,S700_3167,43,73.6,15,2603,2,104,3164.8
10284,S700_3167,25,69.6,7,2604,2,104,1740.0
10296,S700_3167,22,80.8,3,2605,2,104,1777.6
10308,S700_3167,21,87.2,13,2606,2,104,1831.2
10316,S700_3167,48,75.2,5,2607,2,104,3609.6
10328,S700_3167,33,64.0,13,2608,2,104,2112.0
10341,S700_3167,34,107.18,5,2609,3,104,3644.12
10353,S700_3167,43,81.95,6,2610,2,104,3523.85
10361,S700_3167,44,113.68,10,2611,1,104,5001.92
10375,S700_3167,44,118.38,11,2612,1,104,5208.72
10386,S700_3167,32,94.34,17,2613,1,104,3018.88
10398,S700_3167,29,65.6,10,2614,2,104,1902.4
10401,S700_3167,77,92.0,9,2615,2,104,7084.0
10416,S700_3167,39,67.2,10,2616,2,104,2620.8
10105,S700_3505,39,81.14,6,2617,3,105,3164.46
10118,S700_3505,36,117.2,1,2618,2,105,4219.2
10129,S700_3505,42,91.15,6,2619,2,105,3828.3
10142,S700_3505,21,111.19,3,2620,3,105,2334.99
10153,S700_3505,50,88.15,2,2621,2,105,4407.5
10167,S700_3505,24,117.2,13,2622,2,105,2812.8
10177,S700_3505,44,92.16,4,2623,2,105,4055.04
10185,S700_3505,37,105.18,4,2624,2,105,3891.66
10197,S700_3505,27,92.16,10,2625,2,105,2488.32
10208,S700_3505,37,120.2,4,2626,3,105,4447.4
10222,S700_3505,38,110.19,16,2627,2,105,4187.22
10232,S700_3505,48,96.16,1,2628,2,105,4615.68
10248,S700_3505,30,108.18,7,2629,1,105,3245.4
10261,S700_3505,25,88.15,5,2630,2,105,2203.75
10273,S700_3505,40,86.15,8,2631,2,105,3446.0
10283,S700_3505,22,88.15,10,2632,1,105,1939.3
10295,S700_3505,34,102.17,5,2633,2,105,3473.78
10306,S700_3505,32,90.15,4,2634,2,105,2884.8
10315,S700_3505,31,86.15,3,2635,2,105,2670.65
10327,S700_3505,43,80.0,2,2636,1,105,3440.0
10337,S700_3505,31,89.38,1,2637,1,105,2770.78
10350,S700_3505,31,77.34,13,2638,1,105,2397.54
10373,S700_3505,34,96.34,2,2639,2,105,3275.56
10386,S700_3505,45,92.08,2,2640,1,105,4143.6
10397,S700_3505,48,108.18,3,2641,1,105,5192.64
10414,S700_3505,28,108.18,7,2642,1,105,3029.04
10105,S700_3962,22,116.19,7,2643,3,106,2556.18
10117,S700_3962,45,83.42,1,2644,2,106,3753.9
10129,S700_3962,30,85.41,7,2645,2,106,2562.3
10142,S700_3962,38,85.41,4,2646,3,106,3245.58
10153,S700_3962,20,110.23,3,2647,2,106,2204.6
10167,S700_3962,28,107.25,14,2648,2,106,3003.0
10177,S700_3962,24,105.27,5,2649,2,106,2526.48
10185,S700_3962,22,79.45,5,2650,2,106,1747.9
10197,S700_3962,35,93.35,11,2651,2,106,3267.25
10208,S700_3962,33,85.41,5,2652,3,106,2818.53
10222,S700_3962,31,95.34,17,2653,2,106,2955.54
10232,S700_3962,35,82.43,2,2654,2,106,2885.05
10248,S700_3962,35,90.37,8,2655,1,106,3162.95
10261,S700_3962,50,81.43,6,2656,2,106,4071.5
10273,S700_3962,26,114.21,9,2657,2,106,2969.46
10283,S700_3962,38,89.38,11,2658,1,106,3396.44
10294,S700_3962,45,104.28,1,2659,2,106,4692.6
10306,S700_3962,30,117.19,5,2660,2,106,3515.7
10315,S700_3962,37,91.37,4,2661,2,106,3380.69
10327,S700_3962,37,86.61,3,2662,1,106,3204.57
10337,S700_3962,36,71.89,7,2663,1,106,2588.04
10350,S700_3962,25,114.19,16,2664,1,106,2854.75
10373,S700_3962,37,108.8,8,2665,2,106,4025.6
10386,S700_3962,30,95.48,3,2666,1,106,2864.4
10397,S700_3962,36,105.27,2,2667,1,106,3789.72
10414,S700_3962,27,90.37,8,2668,1,106,2439.99
10106,S700_4002,48,61.44,10,2669,2,107,2949.12
10119,S700_4002,26,59.22,1,2670,2,107,1539.72
10131,S700_4002,26,85.13,2,2671,1,107,2213.38
10143,S700_4002,34,85.87,5,2672,2,107,2919.58
10155,S700_4002,44,85.87,3,2673,2,107,3778.28
10168,S700_4002,39,82.91,17,2674,2,107,3233.49
10178,S700_4002,45,76.25,2,2675,2,107,3431.25
10198,S700_4002,40,63.67,2,2676,3,107,2546.8
10210,S700_4002,42,70.33,15,2677,2,107,2953.86
10222,S700_4002,43,74.03,2,2678,2,107,3183.29
10235,S700_4002,34,72.55,11,2679,1,107,2466.7
10250,S700_4002,38,62.19,12,2680,3,107,2363.22
10262,S700_4002,35,71.07,7,2681,2,107,2487.45
10275,S700_4002,31,72.55,17,2682,2,107,2249.05
10284,S700_4002,32,64.41,9,2683,2,107,2061.12
10296,S700_4002,47,86.62,5,2684,2,107,4071.14
10308,S700_4002,39,68.11,15,2685,2,107,2656.29
10316,S700_4002,44,62.19,7,2686,2,107,2736.36
10328,S700_4002,39,85.87,12,2687,2,107,3348.93
10339,S700_4002,50,57.86,8,2688,1,107,2893.0
10352,S700_4002,22,75.51,1,2689,1,107,1661.22
10361,S700_4002,35,122.21,11,2690,1,107,4277.35
10373,S700_4002,45,55.62,17,2691,2,107,2502.9
10386,S700_4002,44,86.4,15,2692,1,107,3801.6
10398,S700_4002,36,87.36,12,2693,2,107,3144.96
10401,S700_4002,28,72.55,11,2694,2,107,2031.4
10416,S700_4002,43,62.19,12,2695,2,107,2674.17
10106,S72_1253,48,52.64,15,2696,2,108,2526.72
10119,S72_1253,28,48.17,6,2697,2,108,1348.76
10131,S72_1253,21,41.71,7,2698,1,108,875.91
10143,S72_1253,37,50.65,10,2699,2,108,1874.05
10155,S72_1253,34,49.16,8,2700,2,108,1671.44
10167,S72_1253,40,41.71,4,2701,2,108,1668.4
10178,S72_1253,45,51.15,7,2702,2,108,2301.75
10186,S72_1253,28,52.14,4,2703,2,108,1459.92
10197,S72_1253,29,41.71,1,2704,2,108,1209.59
10222,S72_1253,31,45.69,7,2705,2,108,1416.39
10249,S72_1253,32,57.61,3,2706,2,108,1843.52
10262,S72_1253,21,57.11,12,2707,2,108,1199.31
10274,S72_1253,32,58.6,4,2708,2,108,1875.2
10283,S72_1253,43,57.61,1,2709,1,108,2477.23
10296,S72_1253,21,45.19,10,2710,2,108,948.99
10307,S72_1253,34,53.63,4,2711,1,108,1823.42
10316,S72_1253,34,43.7,12,2712,2,108,1485.8
10329,S72_1253,44,86.13,8,2713,2,108,3789.72
10339,S72_1253,27,76.31,6,2714,1,108,2060.37
10352,S72_1253,49,52.64,4,2715,1,108,2579.36
10361,S72_1253,23,95.2,12,2716,1,108,2189.6
10373,S72_1253,25,64.97,9,2717,2,108,1624.25
10386,S72_1253,50,87.15,16,2718,1,108,4357.5
10398,S72_1253,34,40.22,1,2719,2,108,1367.48
10400,S72_1253,20,56.12,4,2720,3,108,1122.4
10415,S72_1253,42,57.61,3,2721,2,108,2419.62
10105,S72_3212,25,56.78,8,2722,3,109,1419.5
10117,S72_3212,50,43.68,2,2723,2,109,2184.0
10129,S72_3212,32,64.97,8,2724,2,109,2079.04
10142,S72_3212,39,44.23,5,2725,3,109,1724.97
10153,S72_3212,50,60.06,4,2726,2,109,3003.0
10167,S72_3212,38,48.59,15,2727,2,109,1846.42
10177,S72_3212,40,50.23,6,2728,2,109,2009.2
10185,S72_3212,28,64.43,6,2729,2,109,1804.04
10197,S72_3212,42,50.23,12,2730,2,109,2109.66
10208,S72_3212,42,63.88,6,2731,3,109,2682.96
10222,S72_3212,36,63.34,18,2732,2,109,2280.24
10232,S72_3212,24,49.69,3,2733,2,109,1192.56
10248,S72_3212,23,65.52,9,2734,1,109,1506.96
10261,S72_3212,29,50.78,7,2735,2,109,1472.62
10273,S72_3212,37,45.86,10,2736,2,109,1696.82
10283,S72_3212,33,51.32,12,2737,1,109,1693.56
10293,S72_3212,32,60.06,1,2738,3,109,1921.92
10306,S72_3212,35,59.51,6,2739,2,109,2082.85
10315,S72_3212,40,55.69,5,2740,2,109,2227.6
10327,S72_3212,37,86.74,4,2741,1,109,3209.38
10337,S72_3212,42,97.16,5,2742,1,109,4080.72
10350,S72_3212,20,112.22,15,2743,1,109,2244.4
10373,S72_3212,29,137.19,1,2744,2,109,3978.51
10386,S72_3212,43,125.99,4,2745,1,109,5417.57
10397,S72_3212,34,62.24,1,2746,1,109,2116.16
10414,S72_3212,47,65.52,9,2747,1,109,3079.44
